11.7681	29953.3223
11.7680	29139.1797
11.7679	28568.9160
11.7677	28659.2305
11.7676	28674.8555
11.7675	28262.2207
11.7674	27784.2090
11.7673	28121.9043
11.7672	28556.8516
11.7671	28299.3457
11.7670	27759.2090
11.7669	27608.4551
11.7668	27816.8945
11.7667	27681.9551
11.7666	27557.8887
11.7665	27879.1445
11.7664	28175.4648
11.7663	28082.8359
11.7661	27734.3301
11.7660	27628.2012
11.7659	27933.1445
11.7658	28154.0234
11.7657	27913.8926
11.7656	27454.8828
11.7655	27356.1309
11.7654	27962.5801
11.7653	28891.4746
11.7652	29744.4922
11.7651	30565.1328
11.7650	30949.6406
11.7649	30440.3789
11.7648	29910.3066
11.7646	30003.0566
11.7645	30425.6914
11.7644	31031.1406
11.7643	31602.7129
11.7642	32078.3477
11.7641	31768.6543
11.7640	30625.1309
11.7639	29649.0469
11.7638	29027.0332
11.7637	28470.8340
11.7636	27839.8223
11.7635	27110.3047
11.7634	26697.9219
11.7633	26824.1738
11.7632	26802.0488
11.7630	26473.7910
11.7629	26029.5313
11.7628	26304.5996
11.7627	27196.1172
11.7626	27261.3066
11.7625	26425.1016
11.7624	25550.3945
11.7623	25230.7637
11.7622	25638.4590
11.7621	26565.9766
11.7620	27416.4316
11.7619	28078.6328
11.7618	28580.3301
11.7617	29044.9023
11.7615	29391.7207
11.7614	29420.9707
11.7613	29225.9668
11.7612	29058.5898
11.7611	28991.0859
11.7610	28771.0820
11.7609	28524.1387
11.7608	28480.7012
11.7607	28605.7656
11.7606	28270.1953
11.7605	27727.3730
11.7604	27698.1836
11.7603	27650.7441
11.7602	27293.8008
11.7601	27105.9219
11.7599	27266.1738
11.7598	27304.2988
11.7597	27246.9844
11.7596	27171.1719
11.7595	26843.3516
11.7594	26529.0332
11.7593	26573.6582
11.7592	26836.4141
11.7591	26914.4766
11.7590	26296.6523
11.7589	25444.6973
11.7588	24961.3750
11.7587	24664.1816
11.7586	24554.2422
11.7585	24653.5566
11.7583	24829.1211
11.7582	24873.9355
11.7581	24744.9941
11.7580	24504.8027
11.7579	24279.7363
11.7578	24522.0527
11.7577	25157.8770
11.7576	25831.0781
11.7575	26292.0879
11.7574	26217.7734
11.7573	25903.0176
11.7572	25841.1387
11.7571	26237.1484
11.7570	26730.2207
11.7569	26975.8496
11.7567	27344.0449
11.7566	27719.5508
11.7565	28099.9336
11.7564	28533.1309
11.7563	28542.9414
11.7562	27873.8047
