14.7845	-895.5904
14.7842	-1018.7841
14.7839	-919.0797
14.7836	-534.3806
14.7833	-331.9732
14.7830	-529.0081
14.7827	-568.8648
14.7824	-819.5002
14.7821	-790.1387
14.7818	-780.6429
14.7815	-453.9174
14.7812	-212.7776
14.7809	-283.1205
14.7806	-342.9682
14.7803	-304.8606
14.7800	-658.6987
14.7797	-857.7327
14.7794	-901.8375
14.7791	-919.8293
14.7787	-1130.2330
14.7784	-1082.8796
14.7781	-709.6755
14.7778	-806.5062
14.7775	-828.7459
14.7772	-899.2137
14.7769	-1139.7286
14.7766	-881.4718
14.7763	-512.1407
14.7760	-418.9334
14.7757	-721.1702
14.7754	-644.3303
14.7751	-414.1855
14.7748	-371.4551
14.7745	-483.0291
14.7742	-272.7502
14.7739	-119.9451
14.7736	-545.3755
14.7733	-825.4974
14.7729	-1073.2590
14.7726	-898.7138
14.7723	-991.9212
14.7720	-803.8822
14.7717	-1091.8755
14.7714	-762.4012
14.7711	-708.3009
14.7708	-864.8543
14.7705	-803.0076
14.7702	-408.4381
14.7699	-463.9127
14.7696	-773.5211
14.7693	-567.2404
14.7690	-507.7677
14.7687	-757.6534
14.7684	-854.7339
14.7681	-525.3846
14.7678	-368.5813
14.7675	-404.6898
14.7671	-450.5439
14.7668	-765.2748
14.7665	-839.7408
14.7662	-561.8679
14.7659	-905.5856
14.7656	-874.4748
14.7653	-811.5037
14.7650	-707.8011
14.7647	-423.4312
14.7644	-541.8770
14.7641	-500.8958
14.7638	-513.8898
14.7635	-730.0410
14.7632	-643.8304
14.7629	-365.9576
14.7626	-465.9118
14.7623	-441.1731
14.7620	-218.1502
14.7617	-355.5873
14.7613	-479.0308
14.7610	-333.0976
14.7607	-51.9762
14.7604	-335.5964
14.7601	-338.8449
14.7598	-90.4586
14.7595	-74.3410
14.7592	-197.2847
14.7589	-360.5850
14.7586	-356.2120
14.7583	-439.5489
14.7580	-659.6981
14.7577	-510.7662
14.7574	-329.4742
14.7571	-709.6752
14.7568	-1120.1124
14.7565	-1320.0209
14.7562	-877.2235
14.7559	-589.6051
14.7555	-441.6729
14.7552	-109.5749
14.7549	-163.1753
14.7546	-363.3337
14.7543	-447.4202
14.7540	-653.9507
14.7537	-536.3795
14.7534	-395.4440
14.7531	-380.5758
14.7528	-460.7891
14.7525	-515.8889
14.7522	-520.7616
14.7519	-630.5864
14.7516	-645.9543
14.7513	-712.7987
14.7510	-860.8560
14.7507	-634.8344
14.7504	-801.8829
14.7501	-614.8436
14.7498	-254.5085
14.7494	-309.9831
14.7491	-446.4207
14.7488	-664.0710
14.7485	-733.6641
14.7482	-421.1822
14.7479	-381.4504
14.7476	-654.0756
14.7473	-838.8660
14.7470	-638.7076
14.7467	-843.1140
14.7464	-970.3058
14.7461	-1148.8490
14.7458	-884.3451
14.7455	-615.0934
14.7452	-751.7808
14.7449	-1182.5835
14.7446	-1188.5808
14.7443	-882.7209
14.7440	-830.9946
14.7436	-769.2728
14.7433	-554.3712
14.7430	-657.1991
14.7427	-463.1629
14.7424	-407.9382
14.7421	-874.3497
14.7418	-796.7602
14.7415	-816.5012
14.7412	-871.6009
14.7409	-606.4724
14.7406	-928.8247
14.7403	-890.9670
14.7400	-579.6096
14.7397	-722.1693
14.7394	-636.4586
14.7391	-671.0677
14.7388	-747.1578
14.7385	-1165.3413
14.7382	-1075.7574
14.7378	-500.1460
14.7375	-350.8394
14.7372	-471.0343
14.7369	-834.9926
14.7366	-979.3015
14.7363	-803.2571
14.7360	-828.2457
14.7357	-961.3098
14.7354	-707.6760
14.7351	-614.0938
14.7348	-504.3940
14.7345	-567.8649
14.7342	-331.5981
14.7339	-272.3753
14.7336	-599.7253
14.7333	-861.7303
14.7330	-777.6439
14.7327	-770.5221
14.7324	-465.4118
14.7320	-325.6009
14.7317	30.1112
14.7314	66.0947
14.7311	-126.9419
14.7308	-500.0210
14.7305	-686.5605
14.7302	-767.2736
14.7299	-822.3733
14.7296	-779.3930
14.7293	-452.4178
14.7290	-449.4192
14.7287	-804.5065
14.7284	-649.0777
14.7281	-711.5491
14.7278	-580.3592
14.7275	-714.7975
14.7272	-1004.4149
14.7269	-766.5239
14.7266	-344.9670
14.7262	-65.4700
14.7259	-164.4247
14.7256	30.8609
14.7253	-274.3743
14.7250	-360.5848
14.7247	-384.1990
14.7244	-267.5025
14.7241	-204.2814
14.7238	-289.2425
14.7235	-235.6421
14.7232	-180.1675
14.7229	-73.9661
14.7226	-112.3235
14.7223	-384.5738
14.7220	-578.9847
14.7217	-796.6351
14.7214	-797.7595
14.7211	-943.1929
14.7208	-697.1805
14.7204	-963.4336
14.7201	-1007.2885
14.7198	-690.5587
14.7195	-345.4667
14.7192	-242.5139
14.7189	-627.0877
14.7186	-1089.7507
14.7183	-587.2310
14.7180	-772.2712
14.7177	-655.5746
14.7174	-817.6254
14.7171	-830.8693
14.7168	-673.1916
14.7165	-524.5096
14.7162	-350.8393
14.7159	-644.2048
14.7156	-691.9330
14.7153	-362.9586
14.7150	-124.5679
14.7146	-480.7797
14.7143	-587.4808
14.7140	-674.6909
14.7137	-1003.6651
14.7134	-649.5774
14.7131	-531.0067
14.7128	-439.1738
14.7125	-688.6844
14.7122	-827.6207
14.7119	-750.2813
14.7116	-478.9055
14.7113	-648.5778
14.7110	-947.4408
14.7107	-1104.9937
14.7104	-793.1365
14.7101	-792.8867
14.7098	-464.0373
14.7095	-36.2334
14.7092	-108.2004
14.7088	-346.2163
14.7085	-467.6607
14.7082	-445.4209
14.7079	-342.5930
14.7076	-507.1426
14.7073	-259.8809
14.7070	-15.8677
14.7067	148.8068
14.7064	-145.5583
14.7061	-476.5316
14.7058	-67.5941
14.7055	-305.4850
14.7052	-168.9226
14.7049	-320.4781
14.7046	-220.6488
14.7043	-135.3130
14.7040	-527.1334
14.7037	-719.0454
14.7034	-840.3649
14.7030	-734.5383
14.7027	-788.1387
14.7024	-590.7292
14.7021	-653.8254
14.7018	-553.3714
14.7015	-579.2345
14.7012	-727.7914
14.7009	-757.1530
14.7006	-238.0159
14.7003	-453.7920
14.7000	-529.2574
14.6997	-547.7490
14.6994	-528.8826
